message_id;original_message_id;summary_line_number;cluster;subject;source_tag;specialist;summary;texto_limpo;decisao;justificativa;
sellside-485b5fbf-6d5f-4b9e-8410-3d9d5c3a52e4__line_0007;sellside-485b5fbf-6d5f-4b9e-8410-3d9d5c3a52e4;7;396;US Economics Analyst: The End of the Immigration Surge (Peng / Mericle / Phillips);us_macro_economy;generic/qualitative-research;- The unemployment rate is down Â¼pp over the past two months to 4.0%.;- the unemployment rate is down Â¼pp over the past two months to 4.0%.;util;;
sellside-4442ec10-e8ad-4724-bdda-6336a771c439__line_0003;sellside-4442ec10-e8ad-4724-bdda-6336a771c439;3;396;US Economics Analyst: Early Steps Toward Labor Market Stabilization;us_macro_economy;generic/context-analysis;- Net immigration fell to ~0.5mn in 2025 (0.4mn annualized recently), down from ~1mn/year through the 2010s.;- net immigration fell to ~0.5mn in 2025 (0.4mn annualized recently), down from ~1mn/year through the 2010s.;util;;
sellside-4442ec10-e8ad-4724-bdda-6336a771c439__line_0008;sellside-4442ec10-e8ad-4724-bdda-6336a771c439;8;397;US Economics Analyst: Early Steps Toward Labor Market Stabilization;us_macro_economy;generic/context-analysis;- Final demand is the main support for hiring: GDP growth around 2.5% would normally imply faster job gains than seen recently, making the 2026 hiring forecast, if anything, conservative.;- final demand is the main support for hiring: gdp growth around 2.5% would normally imply faster job gains than seen recently, making the 2026 hiring forecast, if anything, conservative.;util;;
sellside-b0111103-13ea-4e02-9e62-a2ab11781c4d__line_0006;sellside-b0111103-13ea-4e02-9e62-a2ab11781c4d;6;397;US Economics Analyst: 10 Questions for 2026;us_macro_economy;generic/context-analysis;- The labor market is now somewhat softer than its pre-pandemic state, with AI-related net job losses so far only about 5-10k in the most exposed subindustries.;- the labor market is now somewhat softer than its pre-pandemic state, with ai-related net job losses so far only about 5-10k in the most exposed subindustries.;util;;
sellside-57c8d394-ce8a-4e62-a0df-e0ba0bff6221__line_0002;sellside-57c8d394-ce8a-4e62-a0df-e0ba0bff6221;2;397;US Economics Analyst: Quantifying the Downside Risks to Our 2026 Growth Forecast;us_macro_economy;generic/quantitative-research;- Faster AI adoption is the main threat to labor-market stabilization, where an extra 0.5pp of unemployment trims spending growth ~0.4pp â€” but the net GDP effect can stay positive if AI also lifts productivity, as history suggests it does.;- faster ai adoption is the main threat to labor-market stabilization, where an extra 0.5pp of unemployment trims spending growth ~0.4pp â€” but the net gdp effect can stay positive if ai also lifts productivity, as history suggests it does.;util;;
sellside-6d4548f0-0532-4347-8c2d-dae9d46d93c8__line_0008;sellside-6d4548f0-0532-4347-8c2d-dae9d46d93c8;8;398;"USA: Trade Deficit Widens on Gold Imports; Productivity Growth Revised Up; Initial Claims Below Expectations; Q1 GDP Tracking +1.3%";us_macro_economy;generic/post-release-comment;- Labor-market data remain firm, and DOGE-related federal layoffs are not yet a visible drag on aggregate claims â€” a point to watch rather than a current concern.;- labor-market data remain firm, and doge-related federal layoffs are not yet a visible drag on aggregate claims â€” a point to watch rather than a current concern.;util;;
sellside-91184ecb-b8b4-4895-aa6c-f1fd9b764d07__line_0005;sellside-91184ecb-b8b4-4895-aa6c-f1fd9b764d07;5;398;"USA: Goods Trade Deficit Widens in May; Durable Goods Orders Above Expectations; Q1 GDP Revised Down; Initial Claims Decline; Boosting Q2 GDP Tracking Estimate to +4.0%";us_macro_economy;generic/post-release-comment;- **The labor market shows a mixed, not deteriorating, signal.** Initial claims fell to 236k, slightly below expectations, but continuing claims rose to 1,974k â€” the highest since November 2021 â€” pointing to slower re-employment even as layoffs stay low. Seasonal patterns this year resemble 2023â€“24.;- **the labor market shows a mixed, not deteriorating, signal.** initial claims fell to 236k, slightly below expectations, but continuing claims rose to 1,974k â€” the highest since november 2021 â€” pointing to slower re-employment even as layoffs stay low. seasonal patterns this year resemble 2023â€“24.;util;;
sellside-76798db5-21fe-4ec6-bffc-d1b7aa598fcf__line_0004;sellside-76798db5-21fe-4ec6-bffc-d1b7aa598fcf;4;398;"USA: Trade Deficit Narrows as Frontloading Ends; Productivity Growth Revised Down; Initial Claims Rise; Boosting Q2 GDP Tracking to +3.7%";us_macro_economy;generic/post-release-comment;"- **Productivity was revised down and unit labor costs revised up â€” a sign of cost pressure.** Q1 nonfarm productivity was revised -0.7pp, to -1.5% (annualized), with the year-over-year rate at +1.3% (-0.1pp); since Q4 2019 it has grown at 1.8% annualized. Unit labor costs â€” compensation over output â€” rose 0.9pp on revision, to +6.6% annualized, and the year-over-year rate was +1.9% (+0.6pp). Compensation per hour came in at +5.0% annualized; the wage tracker stands at +3.3% annualized and +3.7% year-over-year.";"- **productivity was revised down and unit labor costs revised up â€” a sign of cost pressure.** q1 nonfarm productivity was revised -0.7pp, to -1.5% (annualized), with the year-over-year rate at +1.3% (-0.1pp); since q4 2019 it has grown at 1.8% annualized. unit labor costs â€” compensation over output â€” rose 0.9pp on revision, to +6.6% annualized, and the year-over-year rate was +1.9% (+0.6pp). compensation per hour came in at +5.0% annualized; the wage tracker stands at +3.3% annualized and +3.7% year-over-year.";util;;
sellside-fde1715a-b4da-427c-aa78-e78a6e50315f__line_0021;sellside-fde1715a-b4da-427c-aa78-e78a6e50315f;21;399;US Economics Analyst: The Trade War and the Risk of Production Disruptions (Mericle / Peng / Rindels);us_macro_economy;generic/qualitative-research;The three risks differ sharply in how measurable they are. Cost and retaliation effects can be sized from input-output and export data â€” hence the concrete gross-output, GDP, and jobs figures. The rare earth channel resists that treatment, which is why the note falls back on illustrative 10%/25% disruption scenarios rather than a point estimate. **The survey of sector analysts is the note's most striking input: about half expect disruptions and layoffs among companies they cover, with future retaliation the dominant worry â€” a bottom-up signal that the escalation risk is not merely theoretical.**;the three risks differ sharply in how measurable they are. cost and retaliation effects can be sized from input-output and export data â€” hence the concrete gross-output, gdp, and jobs figures. the rare earth channel resists that treatment, which is why the note falls back on illustrative 10%/25% disruption scenarios rather than a point estimate. **the survey of sector analysts is the note's most striking input: about half expect disruptions and layoffs among companies they cover, with future retaliation the dominant worry â€” a bottom-up signal that the escalation risk is not merely theoretical.**;util;;
sellside-dec29942-e220-41a2-8597-3414f6381e45__line_0015;sellside-dec29942-e220-41a2-8597-3414f6381e45;15;399;US Economics Analyst: Tariffs and the Risk of Retaliation (Peng / Rindels / Mericle);us_macro_economy;generic/qualitative-research;At issue. Trump's tariff announcements on inauguration day (Jan. 20, 2025) were milder than expected. Based on this, [REDACTED] revised its assumptions: it maintains its expectation of higher tariffs on autos and on imports from China (probability now at 70%), and treats Trump's other proposals as risk, not the base case. The note examines how trading partners are likely to respond if the tariffs materialize, using the prior trade war and recent statements from foreign officials as a guide.;at issue. trump's tariff announcements on inauguration day (jan. 20, 2025) were milder than expected. based on this, revised its assumptions: it maintains its expectation of higher tariffs on autos and on imports from china (probability now at 70%), and treats trump's other proposals as risk, not the base case. the note examines how trading partners are likely to respond if the tariffs materialize, using the prior trade war and recent statements from foreign officials as a guide.;util;;
sellside-dadbaff7-633a-45c2-8896-a7e5618bbf99__line_0012;sellside-dadbaff7-633a-45c2-8896-a7e5618bbf99;12;399;US Economics Analyst: Industry Winners and Losers from Potential Tariff Increases (Peng);us_macro_economy;generic/quantitative-research;The distinction between critical imports and Chinese imports is the note's sharpest policy point. **Greater overlap with US production means critical-import tariffs bite harder on domestic industry and make the associated policy uncertainty a more serious brake on investment.** For the reader, the takeaway is twofold: the direct production-side damage is small and concentrated, but the note is explicit that the real macro cost lands elsewhere â€” through household real income and financial conditions â€” which this framework does not measure.;the distinction between critical imports and chinese imports is the note's sharpest policy point. **greater overlap with us production means critical-import tariffs bite harder on domestic industry and make the associated policy uncertainty a more serious brake on investment.** for the reader, the takeaway is twofold: the direct production-side damage is small and concentrated, but the note is explicit that the real macro cost lands elsewhere â€” through household real income and financial conditions â€” which this framework does not measure.;util;;
sellside-55a821e0-658f-4dc8-bcff-be92c7c6293d__line_0002;sellside-55a821e0-658f-4dc8-bcff-be92c7c6293d;2;400;US Economics Analyst: Rethinking Tariffs (Phillips / Mericle / Peng);us_macro_economy;generic/qualitative-research;- Canada and Mexico tariffs, signed February 1, are suspended until March 4 after both governments committed 10,000 border troops and greater cooperation on organized crime and fentanyl.;- canada and mexico tariffs, signed february 1, are suspended until march 4 after both governments committed 10,000 border troops and greater cooperation on organized crime and fentanyl.;util;;
sellside-6c4a6766-b3ff-46b8-bfbe-772c685032c4__line_0001;sellside-6c4a6766-b3ff-46b8-bfbe-772c685032c4;1;400;US Economics Analyst: The Economic Implications of Possible Tariff Scenarios (Abecasis/Phillips/Peng);us_macro_economy;generic/qualitative-research;Definitive impacts. - Effective tariff rate (ETR) now seen rising ~14pp by end-2025 and a cumulative 17pp by 2027, as sectoral tariffs on heavy trucks and aircraft arrive in 2026 and pharma tariffs at the start of 2027.;definitive impacts. - effective tariff rate (etr) now seen rising ~14pp by end-2025 and a cumulative 17pp by 2027, as sectoral tariffs on heavy trucks and aircraft arrive in 2026 and pharma tariffs at the start of 2027.;util;;
sellside-d38eb2cb-d113-4d21-8afb-0fce3148a9ad__line_0013;sellside-d38eb2cb-d113-4d21-8afb-0fce3148a9ad;13;400;US Economics Analyst: What Have We Learned About Tariff Passthrough to Consumer Prices So Far? (Peng);us_macro_economy;generic/qualitative-research;[REDACTED]'s working assumption, drawn from that episode, is that ~70% of direct tariff costs ultimately fall on consumers, rising toward ~100% once spillover effects are added: domestic producers shielded from foreign competition also raise prices. These spillovers take time to emerge, so early readings capture mainly the direct effect.;'s working assumption, drawn from that episode, is that ~70% of direct tariff costs ultimately fall on consumers, rising toward ~100% once spillover effects are added: domestic producers shielded from foreign competition also raise prices. these spillovers take time to emerge, so early readings capture mainly the direct effect.;util;;
sellside-26db4e99-4ada-4fdd-a3cc-ce7dcf0f1917__line_0001;sellside-26db4e99-4ada-4fdd-a3cc-ce7dcf0f1917;1;401;Global Week Ahead: July 21â€“July 27;us_macro_economy;generic/context-analysis;Landscape. - Five central banks meet: Hungary, Turkey, the Euro area, Ukraine, and Russia.;landscape. - five central banks meet: hungary, turkey, the euro area, ukraine, and russia.;util;;
sellside-437ac76b-2aa2-4338-ad06-46ebd3f95366__line_0001;sellside-437ac76b-2aa2-4338-ad06-46ebd3f95366;1;401;Global Week Ahead: January 26 - February 1;us_macro_economy;generic/context-analysis;Landscape. - Nine central banks decide this week: the US, South Africa, Hungary, Colombia, Chile, Canada, Brazil, Ghana and Ukraine.;landscape. - nine central banks decide this week: the us, south africa, hungary, colombia, chile, canada, brazil, ghana and ukraine.;util;;
sellside-d41e51d0-e0f3-4993-8d15-9ae63e2b0d77__line_0001;sellside-d41e51d0-e0f3-4993-8d15-9ae63e2b0d77;1;401;Global Week Ahead: September 22-28;us_macro_economy;generic/context-analysis;Landscape. - Five central bank decisions on the calendar: Sweden, Switzerland, Mexico, Hungary, and the Czech Republic.;landscape. - five central bank decisions on the calendar: sweden, switzerland, mexico, hungary, and the czech republic.;util;;
sellside-cdb57679-3b12-479e-8bec-4f4d1095a366__line_0001;sellside-cdb57679-3b12-479e-8bec-4f4d1095a366;1;402;[REDACTED] FX Morning Notes: Downgrading Growth;us_macro_economy;generic/qualitative-research;Definitive impacts. - Assumed average US tariff rate for 2025 raised to +15pp, from +10pp previously.;definitive impacts. - assumed average us tariff rate for 2025 raised to +15pp, from +10pp previously.;util;;
sellside-1e34f704-3fed-4b56-a3f6-3a6c9784b90b__line_0005;sellside-1e34f704-3fed-4b56-a3f6-3a6c9784b90b;5;402;[REDACTED] FX Morning Notes: Data Download;us_macro_economy;monetary-policy/context-analysis;- The June FOMC's hawkish pivot, combined with firmer US data, is the immediate force widening US differentials and pushing the Dollar higher.;- the june fomc's hawkish pivot, combined with firmer us data, is the immediate force widening us differentials and pushing the dollar higher.;util;;
sellside-102f389f-095c-4d13-88b3-873767ba8497__line_0005;sellside-102f389f-095c-4d13-88b3-873767ba8497;5;402;[REDACTED] FX Morning Notes: From Brake to Accelerate;us_macro_economy;generic/qualitative-research;"- The bank works with two sequencing scenarios: faster or more gradual implementation; in the gradual scenario, the growth impulse is more back-loaded, with only a moderate effect on 2025, even as there is near-term improvement driven by sentiment.";"- the bank works with two sequencing scenarios: faster or more gradual implementation; in the gradual scenario, the growth impulse is more back-loaded, with only a moderate effect on 2025, even as there is near-term improvement driven by sentiment.";util;;
sellside-f5831e33-9549-4b5f-8ef6-00d4dda9bcdd__line_0002;sellside-f5831e33-9549-4b5f-8ef6-00d4dda9bcdd;2;403;[REDACTED] FX Morning Notes: Higher Policy Uncertainty to Push FX Vol Higher;us_macro_economy;monetary-policy/context-analysis;"- MNB left rates on hold in Hungary yesterday; the CNB is expected to hold in the Czech Republic today.";"- mnb left rates on hold in hungary yesterday; the cnb is expected to hold in the czech republic today.";util;;
sellside-d461860b-7759-4e0b-a284-b8f23cbe3d22__line_0012;sellside-d461860b-7759-4e0b-a284-b8f23cbe3d22;12;403;[REDACTED] FX Morning Notes: Terms of Trade Differentiation, HUF Outperformance;us_macro_economy;generic/qualitative-research;The 2022 analogy is doing the real work. Back then risk and volatility normalized relatively quickly while the economic fallout took longer to show up in currencies. Applied now, that timing gap is the reason [REDACTED] holds its bearish importer calls (PHP, THB, INR) and treats the Euro's bounce as running ahead of the fundamentals â€” the retracement prices a recovery the terms-of-trade math does not yet support.;the 2022 analogy is doing the real work. back then risk and volatility normalized relatively quickly while the economic fallout took longer to show up in currencies. applied now, that timing gap is the reason holds its bearish importer calls (php, thb, inr) and treats the euro's bounce as running ahead of the fundamentals â€” the retracement prices a recovery the terms-of-trade math does not yet support.;util;;
sellside-f367c5a4-449b-4dba-8d8c-e08b1b9830a1__line_0012;sellside-f367c5a4-449b-4dba-8d8c-e08b1b9830a1;12;403;[REDACTED] FX Morning Notes: Holding Pattern;us_macro_economy;monetary-policy/context-analysis;Hungary rounds out the hold theme. **The MNB is expected to stay on hold for a tenth straight meeting, with the June inflation surprise reinforcing the stance and EUR/HUF likely to stay muted given the near-zero link between HUF and front-end rate differentials.** The forward path points to an eventual cut before year-end as activity and wage growth soften.;hungary rounds out the hold theme. **the mnb is expected to stay on hold for a tenth straight meeting, with the june inflation surprise reinforcing the stance and eur/huf likely to stay muted given the near-zero link between huf and front-end rate differentials.** the forward path points to an eventual cut before year-end as activity and wage growth soften.;util;;
sellside-284d6ac1-e30b-427e-8c5e-232e63a838fe__line_0010;sellside-284d6ac1-e30b-427e-8c5e-232e63a838fe;10;404;Global Week Ahead: September 1-7;us_macro_economy;generic/context-analysis;Unpacked. This is a scheduling and forecast-scorecard note, not an argument. It lays out where [REDACTED] economists sit relative to Bloomberg consensus for the week of September 1-7, flagging both directional tilts and the handful of calls that clear the out-of-consensus bar.;unpacked. this is a scheduling and forecast-scorecard note, not an argument. it lays out where economists sit relative to bloomberg consensus for the week of september 1-7, flagging both directional tilts and the handful of calls that clear the out-of-consensus bar.;lixo;metadados sem informação;
sellside-3481793b-2285-4cab-bd36-9c5d5b099742__line_0010;sellside-3481793b-2285-4cab-bd36-9c5d5b099742;10;404;Global Week Ahead: September 29 - October 5;us_macro_economy;generic/context-analysis;Unpacked. The note is [REDACTED]'s weekly map of forecasts for central bank decisions and economic data, highlighting the views that diverge most from consensus â€” defined as differences of at least one standard deviation of historical surprise. **The overall read is one of low divergence: of the five policy meetings, only Egypt stands apart from consensus, and most of the outlier calls are concentrated in inflation and employment data, not rates.**;unpacked. the note is 's weekly map of forecasts for central bank decisions and economic data, highlighting the views that diverge most from consensus â€” defined as differences of at least one standard deviation of historical surprise. **the overall read is one of low divergence: of the five policy meetings, only egypt stands apart from consensus, and most of the outlier calls are concentrated in inflation and employment data, not rates.**;lixo;;
sellside-b2fefc08-19a5-4b8a-9d77-cf0e8494d3f3__line_0009;sellside-b2fefc08-19a5-4b8a-9d77-cf0e8494d3f3;9;404;Global Week Ahead: August 11â€“17;us_macro_economy;generic/context-analysis;"Unpacked. This is a scheduling and forecast-positioning note, not an argument. It flags where the [REDACTED] economics teams sit relative to Bloomberg consensus across next week's calendar, using a normalized ""out-of-consensus"" score â€” the gap between [REDACTED] and consensus divided by the historical standard deviation of data surprises since 2000, capped at Â±5.";"unpacked. this is a scheduling and forecast-positioning note, not an argument. it flags where the economics teams sit relative to bloomberg consensus across next week's calendar, using a normalized ""out-of-consensus"" score â€” the gap between and consensus divided by the historical standard deviation of data surprises since 2000, capped at Â±5.";lixo;;
sellside-26db4e99-4ada-4fdd-a3cc-ce7dcf0f1917__line_0006;sellside-26db4e99-4ada-4fdd-a3cc-ce7dcf0f1917;6;405;Global Week Ahead: July 21â€“July 27;us_macro_economy;generic/context-analysis;Drivers. - EM disinflation is allowing rate cuts to continue in Turkey and Russia, with [REDACTED] positioned for slightly deeper moves than the market on both.;drivers. - em disinflation is allowing rate cuts to continue in turkey and russia, with positioned for slightly deeper moves than the market on both.;util;;
sellside-9d2b556a-9cfe-4b8e-8b87-342083076268__line_0001;sellside-9d2b556a-9cfe-4b8e-8b87-342083076268;1;405;Global Week Ahead: January 5â€“11;us_macro_economy;generic/context-analysis;Landscape. - Two central banks decide this week, both with [REDACTED] aligned to consensus: Peru at 4.25% (consensus 4.25%, prior 4.25%) and Israel at 4.25% (consensus 4.25%, prior 4.25%) â€” no change expected in either case.;landscape. - two central banks decide this week, both with aligned to consensus: peru at 4.25% (consensus 4.25%, prior 4.25%) and israel at 4.25% (consensus 4.25%, prior 4.25%) â€” no change expected in either case.;util;;
sellside-847b9e2b-28b6-4457-bd79-91c7d5f8ae4a__line_0005;sellside-847b9e2b-28b6-4457-bd79-91c7d5f8ae4a;5;405;Global Week Ahead: February 9 - February 15;us_macro_economy;generic/context-analysis;"- Kenya cut to 9.0% at the last meeting; [REDACTED] and consensus see 8.75%.";"- kenya cut to 9.0% at the last meeting; and consensus see 8.75%.";util;;
sellside-549781c9-b61e-47a0-a880-28664bb66884__line_0004;sellside-549781c9-b61e-47a0-a880-28664bb66884;4;406;Global Week Ahead: June 29 â€“ July 5;us_macro_economy;generic/context-analysis;- US Nonfarm Payrolls: [REDACTED] at 130.0k, above the consensus of 115.0k, but decelerating from the prior 172.0k.;- us nonfarm payrolls: at 130.0k, above the consensus of 115.0k, but decelerating from the prior 172.0k.;util;;
sellside-284d6ac1-e30b-427e-8c5e-232e63a838fe__line_0004;sellside-284d6ac1-e30b-427e-8c5e-232e63a838fe;4;406;Global Week Ahead: September 1-7;us_macro_economy;generic/context-analysis;- US Nonfarm Payrolls forecast at +60k (consensus +75k, last +73k) â€” [REDACTED] below consensus.;- us nonfarm payrolls forecast at +60k (consensus +75k, last +73k) â€” below consensus.;util;;
sellside-64535565-be62-48b5-a465-36a2f68fe1f9__line_0002;sellside-64535565-be62-48b5-a465-36a2f68fe1f9;2;406;US Week Ahead: December 15 - December 21;us_macro_economy;generic/release-expectations;"- **+55k nonfarm payrolls**, November (consensus +50k; last +22k in September); October estimated at **+10k**.";"- **+55k nonfarm payrolls**, november (consensus +50k; last +22k in september); october estimated at **+10k**.";util;;
sellside-ccd333fd-4010-45df-bdd8-a8dea3338d7f__line_0005;sellside-ccd333fd-4010-45df-bdd8-a8dea3338d7f;5;407;Global Rates Trader: Priced For Surprise;us_macro_economy;monetary-policy/qualitative-research;"- New Zealand 2Q26 CPI came in 0.2pp above both [REDACTED] and RBNZ expectations; about 120bp of tightening is priced over the next year.";"- new zealand 2q26 cpi came in 0.2pp above both and rbnz expectations; about 120bp of tightening is priced over the next year.";util;;
sellside-ced6b7fe-f337-479e-aab7-f1c27d754b2c__line_0025;sellside-ced6b7fe-f337-479e-aab7-f1c27d754b2c;25;407;Global Rates Trader: New Year Approaches Without Resolution;us_macro_economy;monetary-policy/context-analysis;In the Antipodes, Australian terminal pricing near restrictive levels looks overdone given downside labor risks and unclear demand-driven inflation, so [REDACTED] is comfortable long AUD forwards and sees 10y ACGBs rallying to 4.6% by end-2026. **New Zealand shows durable green shoots â€” including the Q3 GDP print â€” pointing to a return toward neutral and an RBNZ hiking cycle in 2H2026, with 10y NZGB yields seen near 4.5%.** With the two economies converging, the expressed trade is to stay received 5y5y AUD versus paid 5y5y NZD.;in the antipodes, australian terminal pricing near restrictive levels looks overdone given downside labor risks and unclear demand-driven inflation, so is comfortable long aud forwards and sees 10y acgbs rallying to 4.6% by end-2026. **new zealand shows durable green shoots â€” including the q3 gdp print â€” pointing to a return toward neutral and an rbnz hiking cycle in 2h2026, with 10y nzgb yields seen near 4.5%.** with the two economies converging, the expressed trade is to stay received 5y5y aud versus paid 5y5y nzd.;util;;
sellside-e476dd0b-ca11-485f-8e71-3ecdfd2a2a03__line_0008;sellside-e476dd0b-ca11-485f-8e71-3ecdfd2a2a03;8;407;Global Rates Trader: Term Premia Take a Breather;us_macro_economy;generic/context-analysis;- NZD forwards sit ~60bp above the projected policy peak, with more than 125bp of hikes priced cumulatively through end-2027.;- nzd forwards sit ~60bp above the projected policy peak, with more than 125bp of hikes priced cumulatively through end-2027.;util;;
sellside-fca1535c-d6a3-4158-bb9c-c962cec5d702__line_0010;sellside-fca1535c-d6a3-4158-bb9c-c962cec5d702;10;408;"USA: GDP Growth Below Consensus Expectations, Partially Reflecting Shutdown Drag; December Core PCE Slightly Above Consensus Expectations";us_macro_economy;generic/context-analysis;- PMI internals softened beneath the headlines â€” services new business and employment both fell, manufacturing output, employment and new orders (49.6, now contracting) all declined â€” yet future-output indices hit multi-month highs (services 66.8, manufacturing 69.7).;- pmi internals softened beneath the headlines â€” services new business and employment both fell, manufacturing output, employment and new orders (49.6, now contracting) all declined â€” yet future-output indices hit multi-month highs (services 66.8, manufacturing 69.7).;util;;
sellside-69da211d-53f8-416c-b628-73142b7c945f__line_0001;sellside-69da211d-53f8-416c-b628-73142b7c945f;1;409;USA: Trade Deficit Widens and Wholesale Inventories Decline by More Than Expected in December;us_macro_economy;generic/post-release-comment;Context. A reaction to the December Advance Economic Indicators Report. The goods trade deficit and wholesale inventories both came in weaker than expected, with the numbers read partly through the lens of potential tariff increases.;context. a reaction to the december advance economic indicators report. the goods trade deficit and wholesale inventories both came in weaker than expected, with the numbers read partly through the lens of potential tariff increases.;util;;
sellside-883cb5ff-1850-4845-8ab9-c25f99c2fca7__line_0001;sellside-883cb5ff-1850-4845-8ab9-c25f99c2fca7;1;409;USA: Trade Deficit in Line With Expectations;us_macro_economy;generic/post-release-comment;Context. Commentary on the June trade balance data released by the Department of Commerce, which feeds into the debate over the pace of Q3 growth and how recent distortions â€” gold and oil â€” affect the GDP reading.;context. commentary on the june trade balance data released by the department of commerce, which feeds into the debate over the pace of q3 growth and how recent distortions â€” gold and oil â€” affect the gdp reading.;util;;
sellside-c5ce456f-f7f0-4643-8865-d751b884b02f__line_0004;sellside-c5ce456f-f7f0-4643-8865-d751b884b02f;4;409;USA: Trade Deficit Narrows Slightly Due to Higher Oil Exports in April;us_macro_economy;generic/post-release-comment;"- **The details run stronger than prior tracking assumptions.** On this composition, the report sits above the assumptions embedded in [REDACTED]'s earlier GDP estimate; the tracking figure will be revised after the mid-morning data.";"- **the details run stronger than prior tracking assumptions.** on this composition, the report sits above the assumptions embedded in 's earlier gdp estimate; the tracking figure will be revised after the mid-morning data.";util;;
sellside-da9cafd2-cd3b-4f61-9458-673d991866c1__line_0006;sellside-da9cafd2-cd3b-4f61-9458-673d991866c1;6;410;"USA: Personal Spending Below Expectations; Core PCE in Line; Goods Trade Deficit Widens On Gold Imports; Q1 GDP Tracking to +1.4%";us_macro_economy;generic/post-release-comment;Implications. - Growth optics for Q1 are set to look soft, but the drag is partly mechanical â€” driven by the import surge â€” and should fade as gold flows reverse.;implications. - growth optics for q1 are set to look soft, but the drag is partly mechanical â€” driven by the import surge â€” and should fade as gold flows reverse.;util;;
sellside-d2785ac3-57e1-446b-b1f9-cb4769508c45__line_0002;sellside-d2785ac3-57e1-446b-b1f9-cb4769508c45;2;410;"USA: Q4 GDP Revised Up; Advance Goods Trade Deficit Narrows, Likely On Lower Gold Imports; Lowering Q1 GDP Tracking to +1.0%";us_macro_economy;generic/post-release-comment;"The arguments. - **The upward revision to Q4 GDP is about composition, not strength.** Growth rose 0.1pp to +2.4% annualized, slightly above expectations, but behind that is consumption revised down (-0.2pp, to +4.0%) offset by increases in business fixed and residential investment and government spending, plus a downward revision to imports. Gross domestic income (GDI), an alternative measure of output from different source data, grew 4.5% annualized â€” above GDP. Inflation was revised marginally lower (core PCE -0.01pp to +2.64%; GDP deflator -0.05pp to +2.34%).";"the arguments. - **the upward revision to q4 gdp is about composition, not strength.** growth rose 0.1pp to +2.4% annualized, slightly above expectations, but behind that is consumption revised down (-0.2pp, to +4.0%) offset by increases in business fixed and residential investment and government spending, plus a downward revision to imports. gross domestic income (gdi), an alternative measure of output from different source data, grew 4.5% annualized â€” above gdp. inflation was revised marginally lower (core pce -0.01pp to +2.64%; gdp deflator -0.05pp to +2.34%).";util;;
sellside-5735929b-089e-4d35-88e9-8c2e8e629aac__line_0011;sellside-5735929b-089e-4d35-88e9-8c2e8e629aac;11;410;"USA: Personal Income Rises; Goods Trade Deficit Narrows Sharply; Boosting Q2 GDP Tracking to +3.3% on Tariff-Related Distortions";us_macro_economy;generic/qualitative-research;Unpacked. The two reports pulled in opposite directions for the growth call, and trade won. The income and spending details came in modestly softer than [REDACTED]'s prior assumptions, which on its own would have trimmed the tracking estimate. **But the import drop was large enough to swamp that, lifting Q2 tracking a full point to +3.3%.**;unpacked. the two reports pulled in opposite directions for the growth call, and trade won. the income and spending details came in modestly softer than 's prior assumptions, which on its own would have trimmed the tracking estimate. **but the import drop was large enough to swamp that, lifting q2 tracking a full point to +3.3%.**;util;;
sellside-7414da70-c28d-4a37-b0ac-123e12f5db27__line_0001;sellside-7414da70-c28d-4a37-b0ac-123e12f5db27;1;411;"USA: February PPI Increases by More Than Expected but PCE-Relevant Components Slightly Below Expectations; Estimating 0.31% for February Core PCE";us_macro_economy;inflation/post-release-comment;Context. The February producer price report came in well above consensus across all three main aggregates. The note works through what the release means for the Fed's preferred inflation gauge, core PCE, and revises the monthly estimate in light of the new data.;context. the february producer price report came in well above consensus across all three main aggregates. the note works through what the release means for the fed's preferred inflation gauge, core pce, and revises the monthly estimate in light of the new data.;util;;
sellside-37353859-0368-4445-b13e-f9db02fd5f50__line_0006;sellside-37353859-0368-4445-b13e-f9db02fd5f50;6;411;"USA: Core Producer Prices Below Expectations But PCE-Relevant Components Higher; Estimating 0.22% for December Core PCE";us_macro_economy;inflation/post-release-comment;- The gap between a below-consensus PPI and a slightly higher PCE estimate is a reminder that PPI surprises should be read through their PCE-relevant components rather than at the headline level.;- the gap between a below-consensus ppi and a slightly higher pce estimate is a reminder that ppi surprises should be read through their pce-relevant components rather than at the headline level.;util;;
sellside-dd6f44df-86f3-4448-b875-601433a62369__line_0003;sellside-dd6f44df-86f3-4448-b875-601433a62369;3;411;USA: Producer Price Index Increases by More Than Expected in April;us_macro_economy;inflation/post-release-comment;- **The PCE-relevant components were mixed, not uniformly hot.** The pieces of PPI that feed the Fed's preferred gauge diverged: domestic passenger airfares rose 3.0% while portfolio management fell 2.4%, and medical care categories rose on net (an estimated +0.22% for PCE medical services). This is the key distinction â€” a strong topline PPI does not mechanically translate into strong core PCE, because the mapping runs through specific sub-components that moved in offsetting directions.;- **the pce-relevant components were mixed, not uniformly hot.** the pieces of ppi that feed the fed's preferred gauge diverged: domestic passenger airfares rose 3.0% while portfolio management fell 2.4%, and medical care categories rose on net (an estimated +0.22% for pce medical services). this is the key distinction â€” a strong topline ppi does not mechanically translate into strong core pce, because the mapping runs through specific sub-components that moved in offsetting directions.;util;;
